QualifiedName,ModifiedName,CBO,DIT,WMC,LCOM,LOC
org.apache.pdfbox.cos.COSUpdateInfo,org/apache/pdfbox/cos/COSUpdateInfo.java-2.0.31,0,1,2,0,26
org.apache.pdfbox.cos.ICOSVisitor,org/apache/pdfbox/cos/ICOSVisitor.java-2.0.31,0,1,10,0,32
org.apache.pdfbox.cos.PDFDocEncoding,org/apache/pdfbox/cos/PDFDocEncoding.java-2.0.31,0,0,3,0,33
org.apache.pdfbox.cos.UnmodifiableCOSDictionary,org/apache/pdfbox/cos/UnmodifiableCOSDictionary.java-2.0.31,0,2,3,0,40
org.apache.pdfbox.debugger.PDFDebugger,org/apache/pdfbox/debugger/PDFDebugger.java-2.0.31,18,0,18,0.975,266
org.apache.pdfbox.debugger.colorpane.CSArrayBased,org/apache/pdfbox/debugger/colorpane/CSArrayBased.java-2.0.31,3,0,14,0,11
org.apache.pdfbox.debugger.colorpane.CSDeviceN,org/apache/pdfbox/debugger/colorpane/CSDeviceN.java-2.0.31,5,0,4,0,11
org.apache.pdfbox.debugger.colorpane.CSIndexed,org/apache/pdfbox/debugger/colorpane/CSIndexed.java-2.0.31,7,0,5,0.25,12
org.apache.pdfbox.debugger.colorpane.CSSeparation,org/apache/pdfbox/debugger/colorpane/CSSeparation.java-2.0.31,2,0,7,0.5,15
org.apache.pdfbox.debugger.colorpane.ColorBarCellRenderer,org/apache/pdfbox/debugger/colorpane/ColorBarCellRenderer.java-2.0.31,0,0,0,0,16
org.apache.pdfbox.debugger.colorpane.DeviceNColorant,org/apache/pdfbox/debugger/colorpane/DeviceNColorant.java-2.0.31,0,0,1,0,17
org.apache.pdfbox.debugger.colorpane.DeviceNTableModel,org/apache/pdfbox/debugger/colorpane/DeviceNTableModel.java-2.0.31,1,0,3,0,20
org.apache.pdfbox.debugger.colorpane.IndexedColorant,org/apache/pdfbox/debugger/colorpane/IndexedColorant.java-2.0.31,0,0,4,0.75,33
org.apache.pdfbox.debugger.colorpane.IndexedTableModel,org/apache/pdfbox/debugger/colorpane/IndexedTableModel.java-2.0.31,1,0,3,0,45
org.apache.pdfbox.debugger.flagbitspane.AnnotFlag,org/apache/pdfbox/debugger/flagbitspane/AnnotFlag.java-2.0.31,1,1,1,0,269
org.apache.pdfbox.debugger.flagbitspane.EncryptFlag,org/apache/pdfbox/debugger/flagbitspane/EncryptFlag.java-2.0.31,1,1,1,0,25
org.apache.pdfbox.debugger.flagbitspane.FieldFlag,org/apache/pdfbox/debugger/flagbitspane/FieldFlag.java-2.0.31,1,1,1,0,31
org.apache.pdfbox.debugger.flagbitspane.Flag,org/apache/pdfbox/debugger/flagbitspane/Flag.java-2.0.31,0,0,0,0,79
org.apache.pdfbox.debugger.flagbitspane.FlagBitsPane,org/apache/pdfbox/debugger/flagbitspane/FlagBitsPane.java-2.0.31,11,0,8,0.5,134
org.apache.pdfbox.debugger.flagbitspane.FlagBitsPaneView,org/apache/pdfbox/debugger/flagbitspane/FlagBitsPaneView.java-2.0.31,0,0,1,0,281
org.apache.pdfbox.debugger.flagbitspane.FontFlag,org/apache/pdfbox/debugger/flagbitspane/FontFlag.java-2.0.31,1,1,1,0,12
org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,org/apache/pdfbox/debugger/flagbitspane/PanoseFlag.java-2.0.31,3,1,2,0,16
org.apache.pdfbox.debugger.flagbitspane.SigFlag,org/apache/pdfbox/debugger/flagbitspane/SigFlag.java-2.0.31,2,1,1,0,27
org.apache.pdfbox.debugger.fontencodingpane.FontEncodingPaneController,org/apache/pdfbox/debugger/fontencodingpane/FontEncodingPaneController.java-2.0.31,10,0,5,0,192
org.apache.pdfbox.debugger.fontencodingpane.FontEncodingView,org/apache/pdfbox/debugger/fontencodingpane/FontEncodingView.java-2.0.31,0,0,0,0,291
org.apache.pdfbox.debugger.fontencodingpane.FontPane,org/apache/pdfbox/debugger/fontencodingpane/FontPane.java-2.0.31,0,0,0,0,4
org.apache.pdfbox.debugger.fontencodingpane.SimpleFont,org/apache/pdfbox/debugger/fontencodingpane/SimpleFont.java-2.0.31,3,1,1,0,6
org.apache.pdfbox.debugger.fontencodingpane.Type0Font,org/apache/pdfbox/debugger/fontencodingpane/Type0Font.java-2.0.31,3,1,2,0,7
org.apache.pdfbox.debugger.fontencodingpane.Type3Font,org/apache/pdfbox/debugger/fontencodingpane/Type3Font.java-2.0.31,6,1,7,1,7
org.apache.pdfbox.debugger.hexviewer.ASCIIPane,org/apache/pdfbox/debugger/hexviewer/ASCIIPane.java-2.0.31,3,0,3,1,7
org.apache.pdfbox.debugger.hexviewer.AddressPane,org/apache/pdfbox/debugger/hexviewer/AddressPane.java-2.0.31,2,0,3,1,7
org.apache.pdfbox.debugger.hexviewer.HexChangeListener,org/apache/pdfbox/debugger/hexviewer/HexChangeListener.java-2.0.31,1,1,1,0,7
org.apache.pdfbox.debugger.hexviewer.HexChangedEvent,org/apache/pdfbox/debugger/hexviewer/HexChangedEvent.java-2.0.31,0,0,3,0.5,7
org.apache.pdfbox.debugger.hexviewer.HexEditor,org/apache/pdfbox/debugger/hexviewer/HexEditor.java-2.0.31,8,0,9,0.5,7
org.apache.pdfbox.debugger.hexviewer.HexModel,org/apache/pdfbox/debugger/hexviewer/HexModel.java-2.0.31,3,0,24,0,8
org.apache.pdfbox.debugger.hexviewer.HexModelChangeListener,org/apache/pdfbox/debugger/hexviewer/HexModelChangeListener.java-2.0.31,1,1,1,0,8
org.apache.pdfbox.debugger.hexviewer.HexModelChangedEvent,org/apache/pdfbox/debugger/hexviewer/HexModelChangedEvent.java-2.0.31,0,0,3,1,8
org.apache.pdfbox.debugger.hexviewer.HexPane,org/apache/pdfbox/debugger/hexviewer/HexPane.java-2.0.31,7,0,16,1.071,11
org.apache.pdfbox.debugger.hexviewer.HexView,org/apache/pdfbox/debugger/hexviewer/HexView.java-2.0.31,2,0,4,0,12
org.apache.pdfbox.debugger.hexviewer.SelectEvent,org/apache/pdfbox/debugger/hexviewer/SelectEvent.java-2.0.31,0,0,1,0,12
org.apache.pdfbox.debugger.hexviewer.SelectionChangeListener,org/apache/pdfbox/debugger/hexviewer/SelectionChangeListener.java-2.0.31,1,1,1,0,18
org.apache.pdfbox.debugger.hexviewer.StatusPane,org/apache/pdfbox/debugger/hexviewer/StatusPane.java-2.0.31,1,0,3,0,19
org.apache.pdfbox.debugger.hexviewer.UpperPane,org/apache/pdfbox/debugger/hexviewer/UpperPane.java-2.0.31,1,0,1,0,23
org.apache.pdfbox.debugger.pagepane.PagePane,org/apache/pdfbox/debugger/pagepane/PagePane.java-2.0.31,21,0,23,0.95,25
org.apache.pdfbox.debugger.streampane.OperatorMarker,org/apache/pdfbox/debugger/streampane/OperatorMarker.java-2.0.31,0,0,1,0,31
org.apache.pdfbox.debugger.streampane.Stream,org/apache/pdfbox/debugger/streampane/Stream.java-2.0.31,4,0,6,0.9,309
org.apache.pdfbox.debugger.streampane.StreamImageView,org/apache/pdfbox/debugger/streampane/StreamImageView.java-2.0.31,2,0,1,0,6
org.apache.pdfbox.debugger.streampane.StreamPane,org/apache/pdfbox/debugger/streampane/StreamPane.java-2.0.31,8,0,10,0.714,6
org.apache.pdfbox.debugger.streampane.StreamPaneView,org/apache/pdfbox/debugger/streampane/StreamPaneView.java-2.0.31,0,0,1,0,6
org.apache.pdfbox.debugger.streampane.StreamTextView,org/apache/pdfbox/debugger/streampane/StreamTextView.java-2.0.31,2,0,0,0,6
org.apache.pdfbox.debugger.streampane.tooltip.ColorToolTip,org/apache/pdfbox/debugger/streampane/tooltip/ColorToolTip.java-2.0.31,0,0,0,0,9
org.apache.pdfbox.debugger.streampane.tooltip.FontToolTip,org/apache/pdfbox/debugger/streampane/tooltip/FontToolTip.java-2.0.31,1,0,0,0,9
org.apache.pdfbox.debugger.streampane.tooltip.GToolTip,org/apache/pdfbox/debugger/streampane/tooltip/GToolTip.java-2.0.31,0,1,0,0,14
org.apache.pdfbox.debugger.streampane.tooltip.KToolTip,org/apache/pdfbox/debugger/streampane/tooltip/KToolTip.java-2.0.31,1,1,0,0,15
org.apache.pdfbox.debugger.streampane.tooltip.RGToolTip,org/apache/pdfbox/debugger/streampane/tooltip/RGToolTip.java-2.0.31,0,1,0,0,17
org.apache.pdfbox.debugger.streampane.tooltip.SCNToolTip,org/apache/pdfbox/debugger/streampane/tooltip/SCNToolTip.java-2.0.31,1,1,0,0,20
org.apache.pdfbox.debugger.streampane.tooltip.ToolTip,org/apache/pdfbox/debugger/streampane/tooltip/ToolTip.java-2.0.31,0,1,1,0,25
org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController,org/apache/pdfbox/debugger/streampane/tooltip/ToolTipController.java-2.0.31,2,0,1,0,28
org.apache.pdfbox.debugger.stringpane.StringPane,org/apache/pdfbox/debugger/stringpane/StringPane.java-2.0.31,1,0,1,0,325
org.apache.pdfbox.debugger.treestatus.TreeStatus,org/apache/pdfbox/debugger/treestatus/TreeStatus.java-2.0.31,0,0,1,0,144
org.apache.pdfbox.debugger.treestatus.TreeStatusPane,org/apache/pdfbox/debugger/treestatus/TreeStatusPane.java-2.0.31,2,0,2,0,164
org.apache.pdfbox.debugger.ui.ArrayEntry,org/apache/pdfbox/debugger/ui/ArrayEntry.java-2.0.31,1,0,6,0.8,2
org.apache.pdfbox.debugger.ui.DebugLog,org/apache/pdfbox/debugger/ui/DebugLog.java-2.0.31,0,0,6,1,7
org.apache.pdfbox.debugger.ui.DocumentEntry,org/apache/pdfbox/debugger/ui/DocumentEntry.java-2.0.31,4,0,3,0,11
org.apache.pdfbox.debugger.ui.ErrorDialog,org/apache/pdfbox/debugger/ui/ErrorDialog.java-2.0.31,0,0,0,0,11
org.apache.pdfbox.debugger.ui.FileOpenSaveDialog,org/apache/pdfbox/debugger/ui/FileOpenSaveDialog.java-2.0.31,0,0,0,0,25
org.apache.pdfbox.debugger.ui.HighResolutionImageIcon,org/apache/pdfbox/debugger/ui/HighResolutionImageIcon.java-2.0.31,0,0,2,1,51
org.apache.pdfbox.debugger.ui.ImageTypeMenu,org/apache/pdfbox/debugger/ui/ImageTypeMenu.java-2.0.31,1,1,7,0,234
org.apache.pdfbox.debugger.ui.ImageUtil,org/apache/pdfbox/debugger/ui/ImageUtil.java-2.0.31,0,0,1,0,360
org.apache.pdfbox.debugger.ui.LogDialog,org/apache/pdfbox/debugger/ui/LogDialog.java-2.0.31,0,0,16,0.583,13
org.apache.pdfbox.debugger.ui.MapEntry,org/apache/pdfbox/debugger/ui/MapEntry.java-2.0.31,2,0,6,0.8,19
org.apache.pdfbox.debugger.ui.MenuBase,org/apache/pdfbox/debugger/ui/MenuBase.java-2.0.31,0,0,1,0,44
org.apache.pdfbox.debugger.ui.OSXAdapter,org/apache/pdfbox/debugger/ui/OSXAdapter.java-2.0.31,0,0,7,0,73
org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer,org/apache/pdfbox/debugger/ui/PDFTreeCellRenderer.java-2.0.31,0,0,0,0,91
org.apache.pdfbox.debugger.ui.PDFTreeModel,org/apache/pdfbox/debugger/ui/PDFTreeModel.java-2.0.31,3,0,3,0,120
org.apache.pdfbox.debugger.ui.PageEntry,org/apache/pdfbox/debugger/ui/PageEntry.java-2.0.31,1,0,2,1,378
org.apache.pdfbox.debugger.ui.PrintDpiMenu,org/apache/pdfbox/debugger/ui/PrintDpiMenu.java-2.0.31,0,1,11,0.75,3
org.apache.pdfbox.debugger.ui.ReaderBottomPanel,org/apache/pdfbox/debugger/ui/ReaderBottomPanel.java-2.0.31,0,0,1,0,3
org.apache.pdfbox.debugger.ui.RecentFiles,org/apache/pdfbox/debugger/ui/RecentFiles.java-2.0.31,0,0,3,0,128
org.apache.pdfbox.debugger.ui.RenderDestinationMenu,org/apache/pdfbox/debugger/ui/RenderDestinationMenu.java-2.0.31,1,1,6,0,244
org.apache.pdfbox.debugger.ui.RotationMenu,org/apache/pdfbox/debugger/ui/RotationMenu.java-2.0.31,0,1,7,0,393
org.apache.pdfbox.debugger.ui.Tree,org/apache/pdfbox/debugger/ui/Tree.java-2.0.31,0,0,0,0,4
org.apache.pdfbox.debugger.ui.WindowPrefs,org/apache/pdfbox/debugger/ui/WindowPrefs.java-2.0.31,0,0,4,0,15
org.apache.pdfbox.debugger.ui.ZoomMenu,org/apache/pdfbox/debugger/ui/ZoomMenu.java-2.0.31,0,1,15,0.875,158
org.apache.pdfbox.debugger.ui.textsearcher.SearchEngine,org/apache/pdfbox/debugger/ui/textsearcher/SearchEngine.java-2.0.31,1,0,0,0,420
org.apache.pdfbox.debugger.ui.textsearcher.SearchPanel,org/apache/pdfbox/debugger/ui/textsearcher/SearchPanel.java-2.0.31,1,0,8,0,8
org.apache.pdfbox.debugger.ui.textsearcher.Searcher,org/apache/pdfbox/debugger/ui/textsearcher/Searcher.java-2.0.31,4,0,12,0.933,17
org.apache.pdfbox.examples.ant.PDFToTextTask,org/apache/pdfbox/examples/ant/PDFToTextTask.java-2.0.31,3,2,6,0,36
org.apache.pdfbox.examples.interactive.form.AddBorderToField,org/apache/pdfbox/examples/interactive/form/AddBorderToField.java-2.0.31,0,0,1,0,40
org.apache.pdfbox.examples.interactive.form.CreateCheckBox,org/apache/pdfbox/examples/interactive/form/CreateCheckBox.java-2.0.31,14,0,10,0,63
org.apache.pdfbox.examples.interactive.form.CreateMultiWidgetsForm,org/apache/pdfbox/examples/interactive/form/CreateMultiWidgetsForm.java-2.0.31,0,0,1,0,67
org.apache.pdfbox.examples.interactive.form.CreatePushButton,org/apache/pdfbox/examples/interactive/form/CreatePushButton.java-2.0.31,0,0,0,0,133
org.apache.pdfbox.examples.interactive.form.CreateRadioButtons,org/apache/pdfbox/examples/interactive/form/CreateRadioButtons.java-2.0.31,8,0,6,0,421
org.apache.pdfbox.examples.interactive.form.CreateSimpleForm,org/apache/pdfbox/examples/interactive/form/CreateSimpleForm.java-2.0.31,0,0,1,0,15
org.apache.pdfbox.examples.interactive.form.CreateSimpleFormWithEmbeddedFont,org/apache/pdfbox/examples/interactive/form/CreateSimpleFormWithEmbeddedFont.java-2.0.31,0,0,1,0,30
org.apache.pdfbox.examples.interactive.form.FieldTriggers,org/apache/pdfbox/examples/interactive/form/FieldTriggers.java-2.0.31,0,0,1,0,45
org.apache.pdfbox.examples.interactive.form.FillFormField,org/apache/pdfbox/examples/interactive/form/FillFormField.java-2.0.31,0,0,1,0,62
org.apache.pdfbox.examples.interactive.form.PrintFields,org/apache/pdfbox/examples/interactive/form/PrintFields.java-2.0.31,4,0,3,0,110
org.apache.pdfbox.examples.interactive.form.SetField,org/apache/pdfbox/examples/interactive/form/SetField.java-2.0.31,0,0,1,0,159
org.apache.pdfbox.examples.interactive.form.UpdateFieldOnDocumentOpen,org/apache/pdfbox/examples/interactive/form/UpdateFieldOnDocumentOpen.java-2.0.31,0,0,1,0,431
org.apache.pdfbox.examples.lucene.IndexPDFFiles,org/apache/pdfbox/examples/lucene/IndexPDFFiles.java-2.0.31,0,0,1,0,19
org.apache.pdfbox.examples.lucene.LucenePDFDocument,org/apache/pdfbox/examples/lucene/LucenePDFDocument.java-2.0.31,3,0,2,0,23
org.apache.pdfbox.examples.pdmodel.AddAnnotations,org/apache/pdfbox/examples/pdmodel/AddAnnotations.java-2.0.31,0,0,1,0,26
org.apache.pdfbox.examples.pdmodel.AddImageToPDF,org/apache/pdfbox/examples/pdmodel/AddImageToPDF.java-2.0.31,0,0,1,0,34
org.apache.pdfbox.examples.pdmodel.AddJavascript,org/apache/pdfbox/examples/pdmodel/AddJavascript.java-2.0.31,0,0,2,0,49
org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage,org/apache/pdfbox/examples/pdmodel/AddMessageToEachPage.java-2.0.31,0,0,2,0,72
org.apache.pdfbox.examples.pdmodel.AddMetadataFromDocInfo,org/apache/pdfbox/examples/pdmodel/AddMetadataFromDocInfo.java-2.0.31,0,0,2,0,178
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF,org/apache/pdfbox/examples/pdmodel/CreateBlankPDF.java-2.0.31,0,0,1,0,442
org.apache.pdfbox.examples.pdmodel.CreateBookmarks,org/apache/pdfbox/examples/pdmodel/CreateBookmarks.java-2.0.31,0,0,2,0,15
org.apache.pdfbox.examples.pdmodel.CreateGradientShadingPDF,org/apache/pdfbox/examples/pdmodel/CreateGradientShadingPDF.java-2.0.31,0,0,1,0,16
org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF,org/apache/pdfbox/examples/pdmodel/CreateLandscapePDF.java-2.0.31,0,0,2,0,19
org.apache.pdfbox.examples.pdmodel.CreatePDFA,org/apache/pdfbox/examples/pdmodel/CreatePDFA.java-2.0.31,0,0,1,0,30
org.apache.pdfbox.examples.pdmodel.CreatePageLabels,org/apache/pdfbox/examples/pdmodel/CreatePageLabels.java-2.0.31,0,0,1,0,31
org.apache.pdfbox.examples.pdmodel.CreatePatternsPDF,org/apache/pdfbox/examples/pdmodel/CreatePatternsPDF.java-2.0.31,0,0,1,0,33
org.apache.pdfbox.examples.pdmodel.CreatePortableCollection,org/apache/pdfbox/examples/pdmodel/CreatePortableCollection.java-2.0.31,0,0,2,0,46
org.apache.pdfbox.examples.pdmodel.CreateSeparationColorBox,org/apache/pdfbox/examples/pdmodel/CreateSeparationColorBox.java-2.0.31,0,0,1,0,73
org.apache.pdfbox.examples.pdmodel.EmbeddedFiles,org/apache/pdfbox/examples/pdmodel/EmbeddedFiles.java-2.0.31,0,0,2,0,73
org.apache.pdfbox.examples.pdmodel.EmbeddedFonts,org/apache/pdfbox/examples/pdmodel/EmbeddedFonts.java-2.0.31,0,0,1,0,106
org.apache.pdfbox.examples.pdmodel.EmbeddedMultipleFonts,org/apache/pdfbox/examples/pdmodel/EmbeddedMultipleFonts.java-2.0.31,2,0,3,0,469
org.apache.pdfbox.examples.pdmodel.EmbeddedVerticalFonts,org/apache/pdfbox/examples/pdmodel/EmbeddedVerticalFonts.java-2.0.31,0,0,1,0,5
org.apache.pdfbox.examples.pdmodel.ExtractEmbeddedFiles,org/apache/pdfbox/examples/pdmodel/ExtractEmbeddedFiles.java-2.0.31,2,0,8,0,87
org.apache.pdfbox.examples.pdmodel.ExtractMetadata,org/apache/pdfbox/examples/pdmodel/ExtractMetadata.java-2.0.31,5,0,9,0,377
org.apache.pdfbox.examples.pdmodel.ExtractTTFFonts,org/apache/pdfbox/examples/pdmodel/ExtractTTFFonts.java-2.0.31,0,0,2,0,469
org.apache.pdfbox.examples.pdmodel.GoToSecondBookmarkOnOpen,org/apache/pdfbox/examples/pdmodel/GoToSecondBookmarkOnOpen.java-2.0.31,0,0,2,0,100
org.apache.pdfbox.examples.pdmodel.HelloWorld,org/apache/pdfbox/examples/pdmodel/HelloWorld.java-2.0.31,0,0,1,0,369
org.apache.pdfbox.examples.pdmodel.HelloWorldTTF,org/apache/pdfbox/examples/pdmodel/HelloWorldTTF.java-2.0.31,0,0,1,0,488
org.apache.pdfbox.examples.pdmodel.HelloWorldType1,org/apache/pdfbox/examples/pdmodel/HelloWorldType1.java-2.0.31,0,0,1,0,9
org.apache.pdfbox.examples.pdmodel.ImageToPDF,org/apache/pdfbox/examples/pdmodel/ImageToPDF.java-2.0.31,0,0,1,0,9
org.apache.pdfbox.examples.pdmodel.PrintBookmarks,org/apache/pdfbox/examples/pdmodel/PrintBookmarks.java-2.0.31,0,0,1,0,14
org.apache.pdfbox.examples.pdmodel.PrintDocumentMetaData,org/apache/pdfbox/examples/pdmodel/PrintDocumentMetaData.java-2.0.31,4,0,3,0,19
org.apache.pdfbox.examples.pdmodel.PrintURLs,org/apache/pdfbox/examples/pdmodel/PrintURLs.java-2.0.31,3,0,8,0,21
org.apache.pdfbox.examples.pdmodel.RemoveFirstPage,org/apache/pdfbox/examples/pdmodel/RemoveFirstPage.java-2.0.31,0,0,2,0,46
org.apache.pdfbox.examples.pdmodel.ReplaceURLs,org/apache/pdfbox/examples/pdmodel/ReplaceURLs.java-2.0.31,0,0,2,0,47
org.apache.pdfbox.examples.pdmodel.RubberStamp,org/apache/pdfbox/examples/pdmodel/RubberStamp.java-2.0.31,0,0,2,0,141
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage,org/apache/pdfbox/examples/pdmodel/RubberStampWithImage.java-2.0.31,0,0,1,0,182
org.apache.pdfbox.examples.pdmodel.ShowColorBoxes,org/apache/pdfbox/examples/pdmodel/ShowColorBoxes.java-2.0.31,0,0,1,0,523
org.apache.pdfbox.examples.pdmodel.ShowTextWithPositioning,org/apache/pdfbox/examples/pdmodel/ShowTextWithPositioning.java-2.0.31,0,0,1,0,4
org.apache.pdfbox.examples.pdmodel.SuperimposePage,org/apache/pdfbox/examples/pdmodel/SuperimposePage.java-2.0.31,0,0,1,0,54
org.apache.pdfbox.examples.pdmodel.UsingTextMatrix,org/apache/pdfbox/examples/pdmodel/UsingTextMatrix.java-2.0.31,0,0,2,0,171
org.apache.pdfbox.examples.printing.OpaquePDFRenderer,org/apache/pdfbox/examples/printing/OpaquePDFRenderer.java-2.0.31,3,1,2,0,525
org.apache.pdfbox.examples.printing.Printing,org/apache/pdfbox/examples/printing/Printing.java-2.0.31,6,0,13,0,12
org.apache.pdfbox.examples.rendering.CustomGraphicsStreamEngine,org/apache/pdfbox/examples/rendering/CustomGraphicsStreamEngine.java-2.0.31,9,2,17,0,14
org.apache.pdfbox.examples.rendering.CustomPageDrawer,org/apache/pdfbox/examples/rendering/CustomPageDrawer.java-2.0.31,0,0,0,0,34
org.apache.pdfbox.examples.signature.CMSProcessableInputStream,org/apache/pdfbox/examples/signature/CMSProcessableInputStream.java-2.0.31,1,0,1,0,39
org.apache.pdfbox.examples.signature.CreateEmbeddedTimeStamp,org/apache/pdfbox/examples/signature/CreateEmbeddedTimeStamp.java-2.0.31,6,0,6,0,41
org.apache.pdfbox.examples.signature.CreateEmptySignatureForm,org/apache/pdfbox/examples/signature/CreateEmptySignatureForm.java-2.0.31,0,0,1,0,42
org.apache.pdfbox.examples.signature.CreateSignature,org/apache/pdfbox/examples/signature/CreateSignature.java-2.0.31,0,1,1,0,48
org.apache.pdfbox.examples.signature.CreateSignatureBase,org/apache/pdfbox/examples/signature/CreateSignatureBase.java-2.0.31,0,0,2,0,52
org.apache.pdfbox.examples.signature.CreateSignedTimeStamp,org/apache/pdfbox/examples/signature/CreateSignedTimeStamp.java-2.0.31,1,0,1,0,86
org.apache.pdfbox.examples.signature.CreateSignedTimestampBase,org/apache/pdfbox/examples/signature/CreateSignedTimestampBase.java-2.0.31,1,0,2,0,105
org.apache.pdfbox.examples.signature.CreateVisibleSignature,org/apache/pdfbox/examples/signature/CreateVisibleSignature.java-2.0.31,3,1,3,1.5,526
org.apache.pdfbox.examples.signature.CreateVisibleSignature2,org/apache/pdfbox/examples/signature/CreateVisibleSignature2.java-2.0.31,1,1,3,1,15
org.apache.pdfbox.examples.signature.ShowSignature,org/apache/pdfbox/examples/signature/ShowSignature.java-2.0.31,24,0,26,0,32
org.apache.pdfbox.examples.signature.SigUtils,org/apache/pdfbox/examples/signature/SigUtils.java-2.0.31,20,0,29,0,51
org.apache.pdfbox.examples.signature.TSAClient,org/apache/pdfbox/examples/signature/TSAClient.java-2.0.31,7,0,10,0,52
org.apache.pdfbox.examples.signature.ValidationTimeStamp,org/apache/pdfbox/examples/signature/ValidationTimeStamp.java-2.0.31,14,0,4,0,185
org.apache.pdfbox.examples.signature.cert.CRLVerifier,org/apache/pdfbox/examples/signature/cert/CRLVerifier.java-2.0.31,1,0,1,0,549
org.apache.pdfbox.examples.signature.cert.CertificateVerificationException,org/apache/pdfbox/examples/signature/cert/CertificateVerificationException.java-2.0.31,0,0,0,0,12
org.apache.pdfbox.examples.signature.cert.CertificateVerificationResult,org/apache/pdfbox/examples/signature/cert/CertificateVerificationResult.java-2.0.31,0,0,1,0,119
org.apache.pdfbox.examples.signature.cert.CertificateVerifier,org/apache/pdfbox/examples/signature/cert/CertificateVerifier.java-2.0.31,1,0,1,0,121
org.apache.pdfbox.examples.signature.cert.OcspHelper,org/apache/pdfbox/examples/signature/cert/OcspHelper.java-2.0.31,23,0,48,0.619,297
org.apache.pdfbox.examples.signature.cert.RevokedCertificateException,org/apache/pdfbox/examples/signature/cert/RevokedCertificateException.java-2.0.31,0,0,0,0,557
org.apache.pdfbox.examples.signature.validation.AddValidationInformation,org/apache/pdfbox/examples/signature/validation/AddValidationInformation.java-2.0.31,19,0,52,0.819,44
org.apache.pdfbox.examples.signature.validation.CertInformationCollector,org/apache/pdfbox/examples/signature/validation/CertInformationCollector.java-2.0.31,14,0,13,0.917,47
org.apache.pdfbox.examples.signature.validation.CertInformationHelper,org/apache/pdfbox/examples/signature/validation/CertInformationHelper.java-2.0.31,10,0,6,0,59
org.apache.pdfbox.examples.signature.validation.CertificateProccessingException,org/apache/pdfbox/examples/signature/validation/CertificateProccessingException.java-2.0.31,0,0,0,0,85
org.apache.pdfbox.examples.util.AddWatermarkText,org/apache/pdfbox/examples/util/AddWatermarkText.java-2.0.31,0,0,2,0,563
org.apache.pdfbox.examples.util.ConnectedInputStream,org/apache/pdfbox/examples/util/ConnectedInputStream.java-2.0.31,0,0,9,0,2
org.apache.pdfbox.examples.util.DrawPrintTextLocations,org/apache/pdfbox/examples/util/DrawPrintTextLocations.java-2.0.31,8,3,10,0,2
org.apache.pdfbox.examples.util.ExtractTextByArea,org/apache/pdfbox/examples/util/ExtractTextByArea.java-2.0.31,0,0,2,0,2
org.apache.pdfbox.examples.util.ExtractTextSimple,org/apache/pdfbox/examples/util/ExtractTextSimple.java-2.0.31,0,0,2,0,10
org.apache.pdfbox.examples.util.PDFHighlighter,org/apache/pdfbox/examples/util/PDFHighlighter.java-2.0.31,1,3,6,0,12
org.apache.pdfbox.examples.util.PDFMergerExample,org/apache/pdfbox/examples/util/PDFMergerExample.java-2.0.31,1,0,0,0,17
org.apache.pdfbox.examples.util.PrintImageLocations,org/apache/pdfbox/examples/util/PrintImageLocations.java-2.0.31,6,1,2,0,19
org.apache.pdfbox.examples.util.PrintTextColors,org/apache/pdfbox/examples/util/PrintTextColors.java-2.0.31,18,3,3,0,27
org.apache.pdfbox.examples.util.PrintTextLocations,org/apache/pdfbox/examples/util/PrintTextLocations.java-2.0.31,0,3,2,0,30
org.apache.pdfbox.examples.util.RemoveAllText,org/apache/pdfbox/examples/util/RemoveAllText.java-2.0.31,6,0,7,0,39
org.apache.pdfbox.examples.util.SplitBooklet,org/apache/pdfbox/examples/util/SplitBooklet.java-2.0.31,0,0,2,0,49
org.apache.pdfbox.filter.ASCII85Filter,org/apache/pdfbox/filter/ASCII85Filter.java-2.0.31,0,1,0,0,119
org.apache.pdfbox.filter.ASCII85InputStream,org/apache/pdfbox/filter/ASCII85InputStream.java-2.0.31,0,0,34,0.708,179
org.apache.pdfbox.filter.ASCII85OutputStream,org/apache/pdfbox/filter/ASCII85OutputStream.java-2.0.31,0,0,25,0.729,591
org.apache.pdfbox.filter.ASCIIHexFilter,org/apache/pdfbox/filter/ASCIIHexFilter.java-2.0.31,1,1,8,0,21
org.apache.pdfbox.filter.CCITTFaxDecoderStream,org/apache/pdfbox/filter/CCITTFaxDecoderStream.java-2.0.31,1,0,80,0.964,47
org.apache.pdfbox.filter.CCITTFaxEncoderStream,org/apache/pdfbox/filter/CCITTFaxEncoderStream.java-2.0.31,1,0,49,0.912,127
org.apache.pdfbox.filter.CCITTFaxFilter,org/apache/pdfbox/filter/CCITTFaxFilter.java-2.0.31,1,1,5,0,396
org.apache.pdfbox.filter.CryptFilter,org/apache/pdfbox/filter/CryptFilter.java-2.0.31,0,1,0,0,624
org.apache.pdfbox.filter.DCTFilter,org/apache/pdfbox/filter/DCTFilter.java-2.0.31,1,1,3,0,6
