Path,CBO,DIT,WMC,LOC,LCOM,Buggy
pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/text/SetWordSpacing.java-2.0.26,0,1,0,13,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/text/ShowText.java-2.0.26,0,1,0,15,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/text/ShowTextAdjusted.java-2.0.26,0,1,0,15,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/text/ShowTextLine.java-2.0.26,0,1,0,8,0.0,No
pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/text/ShowTextLineAndSpace.java-2.0.26,0,1,0,11,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSArray.java-2.0.26,5,1,50,144,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSBase.java-2.0.26,0,0,4,11,0.0,No
pdfbox/src/main/java/org/apache/pdfbox/cos/COSBoolean.java-2.0.26,0,1,4,27,1.1,No
pdfbox/src/main/java/org/apache/pdfbox/cos/COSDictionary.java-2.0.26,10,1,61,392,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSDocument.java-2.0.26,9,1,61,174,0.923,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSFloat.java-2.0.26,0,2,15,68,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSInputStream.java-2.0.26,1,0,2,39,0.0,No
pdfbox/src/main/java/org/apache/pdfbox/cos/COSInteger.java-2.0.26,0,2,13,53,1.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSName.java-2.0.26,0,1,4,600,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSNull.java-2.0.26,0,1,1,12,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSNumber.java-2.0.26,1,1,4,38,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSObject.java-2.0.26,2,1,16,49,0.867,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSObjectKey.java-2.0.26,1,0,11,39,0.375,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSOutputStream.java-2.0.26,5,0,12,67,0.667,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSStream.java-2.0.26,8,2,19,139,0.7,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSString.java-2.0.26,1,1,7,74,0.875,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/COSUpdateInfo.java-2.0.26,0,1,2,3,0.0,No
pdfbox/src/main/java/org/apache/pdfbox/cos/ICOSVisitor.java-2.0.26,0,1,10,11,0.0,No
pdfbox/src/main/java/org/apache/pdfbox/cos/PDFDocEncoding.java-2.0.26,0,0,3,80,0.0,Yes
pdfbox/src/main/java/org/apache/pdfbox/cos/UnmodifiableCOSDictionary.java-2.0.26,3,2,13,94,0.0,Yes
debugger/src/main/java/org/apache/pdfbox/debugger/PDFDebugger.java-2.0.26,18,0,18,814,0.975,Yes
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSArrayBased.java-2.0.26,3,0,14,67,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSDeviceN.java-2.0.26,5,0,4,41,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSIndexed.java-2.0.26,7,0,5,63,0.25,Yes
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/CSSeparation.java-2.0.26,2,0,7,133,0.5,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/ColorBarCellRenderer.java-2.0.26,0,0,0,8,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/DeviceNColorant.java-2.0.26,0,0,1,17,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/DeviceNTableModel.java-2.0.26,1,0,3,36,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/IndexedColorant.java-2.0.26,0,0,4,19,0.75,No
debugger/src/main/java/org/apache/pdfbox/debugger/colorpane/IndexedTableModel.java-2.0.26,1,0,3,37,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/AnnotFlag.java-2.0.26,1,1,1,26,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/EncryptFlag.java-2.0.26,1,1,1,23,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FieldFlag.java-2.0.26,1,1,1,72,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/Flag.java-2.0.26,0,0,0,6,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FlagBitsPane.java-2.0.26,11,0,8,34,0.5,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FlagBitsPaneView.java-2.0.26,0,0,1,49,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/FontFlag.java-2.0.26,1,1,1,24,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/PanoseFlag.java-2.0.26,3,1,2,178,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/flagbitspane/SigFlag.java-2.0.26,2,1,1,19,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/FontEncodingPaneController.java-2.0.26,10,0,5,19,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/FontEncodingView.java-2.0.26,0,0,0,120,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/SimpleFont.java-2.0.26,3,1,1,43,0.0,Yes
debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type0Font.java-2.0.26,3,1,2,71,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/fontencodingpane/Type3Font.java-2.0.26,6,1,7,91,1.0,Yes
debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/ASCIIPane.java-2.0.26,3,0,3,49,1.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/AddressPane.java-2.0.26,2,0,3,39,1.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexChangeListener.java-2.0.26,1,1,1,2,0.0,No
debugger/src/main/java/org/apache/pdfbox/debugger/hexviewer/HexChangedEvent.java-2.0.26,0,0,3,10,0.5,No
